"date","Albania","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Euro area","European Union (current composition)","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Montenegro","Netherlands","North Macedonia","Poland","Portugal","Romania","Serbia","Slovak Republic","Slovenia","Spain","Sweden","Turkey","United Kingdom"
1993-08-01,NA,NA,55.5,NA,NA,NA,NA,29,81,59.8,58.9,16.2,67.2,60.6,42,40.4,39.1,58.8,50,NA,NA,NA,NA,58.6,NA,NA,64.2,NA,NA,NA,NA,59.1,NA,NA,21.6
1993-09-01,NA,NA,59.3,NA,NA,NA,NA,27,81,58.6,57.7,16.2,61.6,58,34.9,39.5,36.6,69.1,50,NA,NA,NA,NA,51.8,NA,NA,63.7,NA,NA,NA,NA,49.9,NA,NA,24.5
1993-10-01,NA,NA,63.4,NA,NA,NA,NA,27,53.5,60.6,59.7,16.2,61.6,61.2,25.2,37.5,33.3,67.5,48.5,NA,NA,NA,NA,61.6,NA,NA,68.2,NA,NA,NA,NA,58.3,NA,NA,30
1993-11-01,NA,NA,51.2,NA,NA,NA,NA,27,53.5,62.1,61.1,19.6,60,65.7,30.2,31.3,39.2,68.3,48.5,NA,NA,NA,NA,61.7,NA,NA,67.8,NA,NA,NA,NA,62.5,NA,NA,30
1993-12-01,NA,NA,51.7,NA,NA,NA,NA,18,53.5,59.6,58.4,19.6,60.5,60.9,32.8,26.8,37.4,66.7,48.5,NA,NA,NA,NA,62.5,NA,NA,61.2,NA,NA,NA,NA,55.5,NA,NA,25.7
1994-01-01,NA,NA,49.5,NA,NA,NA,NA,7,53.5,56,54.7,19.6,53.9,58.8,35.6,28.6,27.3,61.3,49,NA,NA,NA,NA,58.7,NA,NA,61.8,NA,NA,NA,NA,54.4,NA,NA,17.3
1994-02-01,NA,NA,51.6,NA,NA,NA,NA,-0.5,53.5,53.3,51.8,-8.9,49.2,58.1,38,20.7,32.8,59.4,49,NA,NA,NA,NA,47.6,NA,NA,62.5,NA,NA,NA,NA,51.2,NA,NA,24.3
1994-03-01,NA,NA,41,NA,NA,NA,NA,4,53.5,47.3,46.1,-8.9,43.3,52,36.8,19.8,30.8,50.4,49,NA,NA,NA,NA,46.2,NA,NA,57.2,NA,NA,NA,NA,48.3,NA,NA,31.2
1994-04-01,NA,NA,35.4,NA,NA,NA,NA,-1.5,44.5,38,36.9,-8.9,38.2,43.9,37.7,12.2,26.5,30.9,37.5,NA,NA,NA,NA,45.3,NA,NA,64.1,NA,NA,NA,NA,34.2,NA,NA,26.1
1994-05-01,NA,NA,31,NA,NA,NA,NA,5,44.5,31.2,30.3,-21.7,33.7,35.5,40.1,-3,22.1,21.9,37.5,NA,NA,NA,NA,43.5,NA,NA,59,NA,NA,NA,NA,27,NA,NA,18.5
1994-06-01,NA,NA,31.5,NA,NA,NA,NA,-3,44.5,25.8,25,-21.7,34.2,29.4,43.2,0.7,21.2,11.3,37.5,NA,NA,NA,NA,31.1,NA,NA,54,NA,NA,NA,NA,21.4,NA,NA,17.5
1994-07-01,NA,NA,31.8,NA,NA,NA,NA,-3,44.5,26.9,26,-21.7,44.6,26.6,41.2,4.3,32.1,15,36,NA,NA,NA,NA,26.6,NA,NA,54.7,NA,NA,NA,NA,14.1,NA,NA,20.1
1994-08-01,NA,NA,24.9,NA,NA,NA,NA,-13,44.5,27.4,26.4,-8,44.6,31.1,42.3,17.7,27.3,15,36,NA,NA,NA,NA,6.1,NA,NA,54.5,NA,NA,NA,NA,16.1,NA,NA,19.3
1994-09-01,NA,NA,25.5,NA,NA,NA,NA,-10,44.5,20.9,20.3,-8,16.7,27,38.5,23.5,21.4,20.4,36,NA,NA,NA,NA,1,NA,NA,52.6,NA,NA,NA,NA,14.4,NA,NA,19.3
1994-10-01,NA,NA,24.8,NA,NA,NA,NA,-5,30.5,25.3,24.6,-8,29.2,20.5,42,23.4,21.4,28.5,35.5,NA,NA,NA,NA,14.8,NA,NA,46.4,NA,NA,NA,NA,28.7,NA,NA,13.9
1994-11-01,NA,NA,23.1,NA,NA,NA,NA,-5,30.5,26,25.5,-23.1,33.6,22.4,44.4,42.2,15.2,26.8,35.5,NA,NA,NA,NA,22.2,NA,NA,49.6,NA,NA,NA,NA,23.3,NA,NA,17.8
1994-12-01,NA,NA,22.3,NA,NA,NA,NA,-9,30.5,25.3,24.6,-23.1,25.6,23.6,46,36.3,9.4,26.8,35.5,NA,NA,NA,NA,29.7,NA,NA,49.1,NA,NA,NA,NA,25.1,NA,NA,19.5
1995-01-01,NA,NA,26,NA,NA,NA,30.4,-12,30.5,25,24.4,-16,30.9,28.9,46.7,35.3,10,16.9,29.5,NA,NA,NA,NA,21.3,NA,NA,52,NA,NA,NA,NA,17.6,NA,NA,13.6
1995-02-01,NA,NA,31.4,NA,NA,NA,30.4,-20.5,30.5,24.9,24,-12,22.5,31.4,43.1,39.4,11.9,15.7,29.5,NA,NA,NA,NA,15.6,NA,NA,55,NA,NA,NA,NA,27.3,NA,NA,20.1
1995-03-01,NA,NA,30.1,NA,NA,NA,30.4,-18,30.5,22.5,21.9,-12,17.3,22.8,50.8,50.2,9.4,23,29.5,NA,NA,NA,NA,19.8,NA,NA,51.2,NA,NA,NA,NA,23.1,NA,NA,18.7
1995-04-01,NA,NA,24.6,NA,NA,NA,26.4,-13.5,24.5,20.4,20,-12,12.7,24.2,45.1,49.4,21.5,18,31,NA,NA,NA,NA,18.6,NA,NA,52,NA,NA,NA,NA,21,NA,NA,20
1995-05-01,NA,NA,24.4,NA,NA,NA,26.4,-12.5,24.5,14.6,14.4,-15.7,-0.9,23.3,48,48.2,19.5,11,31,NA,NA,NA,NA,17.5,NA,NA,55,NA,NA,NA,NA,7.7,NA,NA,15.8
1995-06-01,NA,NA,21.5,NA,NA,NA,26.4,-14,24.5,15.7,15.4,-15.7,-2.8,26.2,43.9,46.9,23.2,13.3,31,NA,NA,NA,NA,17.6,NA,NA,48.8,NA,NA,NA,NA,11.5,NA,NA,11.6
1995-07-01,NA,NA,24.1,NA,NA,NA,21.4,-14,24.5,16.7,16.3,-15.7,-1,29.2,49.4,42.9,19.7,6,31,NA,NA,NA,NA,22.8,NA,NA,49.9,NA,NA,NA,NA,18.3,NA,NA,6.8
1995-08-01,NA,NA,34.6,NA,NA,NA,21.4,-12.5,24.5,18.4,17.9,-2.3,-1,35.5,49.5,42.8,19.8,5.1,31,NA,NA,NA,NA,7.3,NA,NA,43.6,NA,NA,NA,NA,20.5,NA,NA,11.2
1995-09-01,NA,NA,37.3,NA,NA,NA,21.4,-14.5,24.5,22,21.3,-2.3,8.3,35.3,49,32.7,17.5,15.2,31,NA,NA,NA,NA,5.6,NA,NA,41.1,NA,NA,NA,NA,18.9,NA,NA,17
1995-10-01,NA,39,46.6,NA,NA,NA,21.1,-12,18.5,28,26.5,-5.7,23.4,38,51.1,34.6,21,16.8,36,NA,NA,NA,NA,4.3,NA,NA,30.2,NA,NA,NA,NA,32.2,2.1,NA,11.8
1995-11-01,NA,39.8,56,NA,NA,NA,21.1,-7.5,18.5,30.3,28.8,-6.3,30.9,41.5,49.5,40.1,14.4,14.6,36,NA,NA,NA,NA,5.9,NA,NA,35.7,NA,NA,NA,NA,29.3,2.6,NA,16.2
1995-12-01,NA,34.7,46,NA,NA,NA,21.1,-5,18.5,35.3,33.4,-4.8,46.7,45.3,49.6,36.9,12.6,20.6,36,NA,NA,NA,NA,6.3,NA,NA,39.4,NA,NA,NA,NA,29.3,-0.3,NA,15.9
1996-01-01,NA,40.4,43,NA,NA,NA,24.1,-10,12.5,36.1,34.4,3.7,42.4,54.4,48.6,36.3,8,20.8,34,NA,NA,NA,NA,4.9,NA,NA,40.7,NA,NA,NA,NA,17.4,13.8,NA,8.7
1996-02-01,NA,40.3,50.5,NA,NA,NA,24.1,-6.5,12.5,38.7,37.2,1.7,46.5,53.8,39.7,40.6,11.1,25,34,NA,NA,NA,NA,23.2,NA,NA,41.7,NA,NA,NA,NA,18.4,22.5,NA,14.4
1996-03-01,NA,42.6,41,NA,NA,NA,24.1,4,12.5,38.2,37,-0.9,49.6,51.5,47.3,39.7,15.7,23.1,34,NA,NA,NA,NA,23.5,NA,NA,52.2,NA,NA,NA,35.6,16.5,25.6,NA,14.7
1996-04-01,NA,45.1,33.5,NA,NA,NA,25.9,2.5,24.5,36.1,34.7,-2.5,47.3,49.6,49.7,33.5,14,19.2,34,NA,NA,NA,NA,24.2,NA,NA,55.2,NA,NA,NA,40.1,14.1,15.5,NA,14.8
1996-05-01,NA,42.6,36,NA,NA,NA,25.9,4.5,24.5,30.1,29.2,-3.1,41,44,47.9,39,21.8,9.6,34,NA,NA,NA,NA,17.9,NA,NA,57.2,NA,NA,NA,39.3,5.5,15.5,NA,15.7
1996-06-01,NA,42.1,36,NA,NA,NA,25.9,10,24.5,30.3,29.7,-5,37.1,47.6,51.8,36.7,12.2,10.6,34,NA,NA,NA,NA,13.5,NA,NA,51.1,NA,NA,NA,31.1,6.6,24.1,NA,13.9
1996-07-01,NA,45.9,32.5,NA,NA,NA,20.2,2.5,38.5,36.5,35.3,-2.6,55.9,47.3,53.3,36.5,13.2,21.3,26,NA,NA,NA,NA,8.4,NA,NA,49.7,NA,NA,NA,31.3,13.5,26.5,NA,8.3
1996-08-01,NA,46.5,32,NA,NA,NA,20.2,5,38.5,36.6,35.4,-2.8,54.2,49.5,51.6,34.9,18.4,20.1,26,NA,NA,NA,NA,6.6,NA,NA,54.4,NA,NA,NA,27.6,13.2,25.3,NA,10.3
1996-09-01,NA,49.4,34.5,NA,NA,NA,20.2,-3.5,38.5,36.5,34.8,-5.3,52.6,49.5,42.9,32.9,12.6,26.1,26,NA,NA,NA,NA,-6.7,NA,NA,48,NA,NA,NA,30.1,13.5,11.6,NA,8.5
1996-10-01,NA,49.3,27,NA,NA,NA,24,-3.5,27.5,37.6,36.2,-5.7,54.8,50,38,31.7,4.7,27.3,41.2,NA,NA,NA,NA,-9,NA,NA,44,NA,NA,NA,33.9,22.9,24.5,NA,7.1
1996-11-01,NA,49.6,27,NA,NA,NA,24,-1.5,27.5,40.7,39.1,-10.6,56.9,50.5,45.2,31.9,0.4,34.3,41.2,NA,NA,NA,NA,3.4,NA,NA,50,NA,NA,NA,22.5,25.8,22.4,NA,4.9
1996-12-01,NA,52.2,31,NA,NA,NA,24,-6,27.5,39,37.4,-11,44,55.1,48,31.1,-7.4,34.3,41.2,NA,NA,NA,NA,4,NA,NA,39.3,NA,NA,NA,25.8,19.3,24.5,NA,8
1997-01-01,NA,41.4,43.5,NA,NA,NA,37.5,-10.5,34.5,37,35.6,-7.1,47.9,55.1,49.2,35.1,-7.5,26.4,37.1,NA,NA,NA,NA,-2.4,NA,NA,44.1,NA,NA,NA,27.4,10.3,22.5,NA,3.5
1997-02-01,NA,41.2,46,NA,NA,NA,37.5,-2,34.5,36,34.8,-12.4,40,53.3,55.5,37.3,-10.9,30.8,37.1,NA,NA,NA,NA,-2.2,NA,NA,28,NA,NA,NA,27.5,14.4,21.3,NA,4.8
1997-03-01,NA,31.2,58,NA,NA,NA,37.5,-7.5,34.5,37.4,35.9,-12.5,51.3,54.4,49.6,33.3,-12.1,26.5,37.1,NA,NA,NA,NA,-3,NA,NA,22,NA,NA,NA,28.8,14.1,17.7,NA,5.9
1997-04-01,NA,32.5,56,NA,NA,NA,46.6,-11,41.5,34.4,33.1,-17,47.1,46.8,50.8,29.5,-11.8,32.4,33.8,NA,NA,NA,NA,-5.8,NA,NA,16,NA,NA,NA,35.4,6.8,17.5,NA,6
1997-05-01,NA,30.3,44.5,NA,NA,NA,46.6,-11,41.5,29.6,28.5,-16.7,36.8,44.9,46.5,25,-13.6,29.6,33.8,NA,NA,NA,NA,-12,NA,NA,8.8,NA,NA,NA,33.8,1.1,13.3,NA,-7
1997-06-01,NA,42.9,38,NA,NA,NA,46.6,-16.5,41.5,26.7,25.5,-15,17.3,48,53.7,20.3,-14.5,29.8,33.8,NA,NA,NA,NA,-12.4,NA,NA,2.2,NA,NA,NA,33.6,-2.1,9.1,NA,-7
1997-07-01,NA,41.9,36,NA,NA,NA,53.7,-14,37.3,28.8,27.5,-9.8,31.2,47.8,48.1,16.8,-8,27.6,31,NA,NA,NA,NA,-11.7,NA,NA,-4,NA,NA,NA,31.4,-1.2,7.8,NA,-13.9
1997-08-01,NA,41.3,30,NA,NA,NA,53.7,-12,37.3,27.2,26,-11,31.2,47.4,53.7,18.6,-11.9,21,31,NA,NA,NA,NA,-15.4,NA,NA,-11,NA,NA,NA,27.5,2.4,6.9,NA,-6.9
1997-09-01,NA,40,34.5,NA,NA,NA,53.7,-12,37.3,26.8,25.3,-15.8,19.7,47.5,46.2,15.3,-18,26.6,31,NA,NA,NA,NA,-11,NA,NA,20.5,NA,NA,NA,29.6,2.5,-5.9,NA,-5.4
1997-10-01,NA,40.7,24,NA,NA,NA,58.6,-5.5,27.7,28.7,27.2,-17.4,27.1,50.1,41.6,15.6,-19.1,22.1,25.6,NA,NA,NA,NA,-9.2,NA,NA,20.2,NA,NA,NA,27.5,11.7,-8.5,NA,-8.7
1997-11-01,NA,43.7,31,NA,NA,NA,58.6,-16.5,27.7,30.4,28.5,-17,32.2,50.5,47.1,17.9,-18.7,23.1,25.6,NA,NA,NA,NA,-12,NA,NA,23.3,NA,NA,NA,30.6,11.6,-10.1,NA,-6.4
1997-12-01,NA,41.9,31,NA,NA,NA,58.6,-15,27.7,31.1,29.3,-17.4,26.4,54.6,47.8,20,-13.5,27.2,25.6,NA,NA,NA,NA,-14,NA,NA,21.3,NA,NA,NA,28.3,11,-7.5,NA,-1.2
1998-01-01,NA,35,22,NA,NA,NA,58.8,-19,31,29.5,27.7,-16.1,28.8,53.6,49.1,17.5,-13.1,22.5,23.5,NA,NA,NA,NA,-11,NA,NA,25.8,NA,NA,NA,28.8,7.4,-6.1,NA,-7.3
1998-02-01,NA,27.1,18.5,NA,NA,NA,58.8,-15.5,31,27.4,25.9,-17.3,18.7,53.8,54.2,14.7,-15.5,25,23.5,NA,NA,NA,NA,-22.4,NA,NA,23.6,NA,NA,NA,31.1,9.6,-2,NA,-5
1998-03-01,NA,31.6,13.5,NA,NA,NA,58.8,-11,31,24.6,23.3,-20.3,18.9,43.4,59.6,5.3,-21.5,27.5,23.5,NA,NA,NA,NA,-22.8,NA,NA,25.9,NA,NA,NA,34.3,7,-4.3,NA,-3.8
1998-04-01,NA,30,15,NA,NA,NA,50.9,-15.5,27.9,21,19.7,-19,14.2,41.3,56.6,12.1,-20.7,18.5,28.5,NA,NA,NA,NA,-18,NA,NA,22.5,NA,NA,NA,36,3.4,-8.7,NA,-6.1
1998-05-01,NA,33,11.5,NA,NA,NA,50.9,-11.5,27.9,15.5,14.6,-17.3,7.3,34.2,54.7,11.1,-21.1,12.5,28.5,NA,NA,NA,NA,-21.5,NA,NA,21.9,NA,NA,NA,32.1,-2.1,-11.8,NA,-0.5
1998-06-01,NA,32.7,7.5,NA,NA,NA,50.9,-5.5,27.9,15.9,14.8,-15.9,6.2,34.1,53.9,-2.4,-19.9,17.6,28.5,NA,NA,NA,NA,-21.4,NA,NA,21.3,NA,NA,NA,26.3,-4.2,-17.1,NA,3.5
1998-07-01,NA,29.6,10.5,NA,NA,NA,47.4,-6,29.4,13.2,12.3,-18.3,5.6,17.9,55.8,-6.2,-16.6,27.4,24.4,NA,NA,NA,NA,-22.8,NA,NA,21.3,NA,NA,NA,24.5,-2.4,-12.9,NA,10.3
1998-08-01,NA,34.7,7,NA,NA,NA,47.4,-10,29.4,15.6,14.5,-18.5,5.8,25.1,55.7,4.1,-23.3,28.1,24.4,NA,NA,NA,NA,-23.9,NA,NA,19.7,NA,NA,NA,28.1,0.2,-14,NA,23.3
1998-09-01,NA,34.6,16.5,NA,NA,NA,47.4,-17.5,29.4,17,15.9,-11.7,6,25.6,54,11.5,-17.7,27.7,24.4,NA,NA,NA,NA,-12.9,NA,NA,17.8,NA,NA,NA,32.7,2.1,-6.6,NA,22.2
1998-10-01,NA,33.9,25.5,NA,NA,NA,62.1,2,31.2,17.2,16.7,-7.5,18.9,14.4,53.5,12.6,-15.7,27.5,44,NA,NA,NA,NA,-1.6,NA,NA,24.9,NA,NA,NA,28.1,1.3,-5.1,NA,34.4
1998-11-01,NA,33.8,21.5,NA,NA,NA,62.1,2,31.2,15.4,15.3,-5,14.6,11.9,56.5,18.5,-13.9,25.4,44,NA,NA,NA,NA,2.9,NA,NA,22.9,NA,NA,NA,23.9,1.4,1.8,NA,28.4
1998-12-01,NA,30.3,19,NA,NA,NA,62.1,11,31.2,18,18.3,-7.5,17.5,17.8,62.3,22.7,-13.3,27.1,44,NA,NA,NA,NA,1.2,NA,NA,26.1,NA,NA,NA,26.1,2.1,15.7,NA,33.4
1999-01-01,NA,29.4,9,NA,NA,NA,67.8,10,56.8,15.6,16.2,-7.1,13.7,18.2,57.9,26.9,-19.5,24.5,29.1,NA,NA,NA,NA,1.5,NA,NA,22,NA,NA,NA,23.4,-3.2,16.3,NA,28.5
1999-02-01,NA,26.4,12.5,NA,NA,NA,NA,10.5,56.8,15.5,15.4,-2.3,8.5,16.3,58.2,22.7,-15.2,28.1,29.1,NA,NA,NA,NA,2.9,NA,NA,18.1,NA,NA,NA,30.1,1.4,12.4,NA,24.1
1999-03-01,NA,29.3,13,NA,NA,NA,NA,8.5,56.8,17.2,16.8,-10.5,8.3,22.6,58.3,21.8,-18.4,29.6,29.1,NA,NA,NA,NA,-1.8,NA,NA,19.5,NA,NA,NA,32.3,0.3,9.6,NA,17.8
1999-04-01,NA,24.3,17,NA,NA,NA,65.9,13,55.9,21.6,21.5,-13.5,22.6,26.7,61.5,25.6,-24.7,30.7,36.4,NA,NA,NA,NA,-0.8,NA,NA,13.9,NA,NA,54.2,36,1.4,6.9,NA,18.2
1999-05-01,NA,23.4,11.5,NA,NA,NA,NA,9.5,55.9,16.7,16.1,-13.3,11.6,21.2,51.5,24.3,-24,32.3,36.4,NA,NA,NA,NA,-3.1,NA,NA,13.8,NA,NA,54.2,23.6,-6.1,-2.2,NA,16.5
1999-06-01,NA,18.7,22,NA,NA,NA,NA,11,55.9,17,16.1,-13.8,9.4,27,47.4,23.1,-25.6,28,36.4,NA,NA,NA,NA,-5.6,NA,NA,12.9,NA,NA,54.2,22.9,-6.6,-11.7,NA,15.1
1999-07-01,NA,19.2,8.5,NA,NA,NA,57.4,10,54.3,13.1,12.9,-14.2,5,22.4,51.7,27,-24,21.7,25.3,NA,NA,NA,NA,-12.9,NA,NA,12,NA,NA,56.3,19.6,-3.6,-14,NA,13
1999-08-01,NA,12.9,10.5,NA,NA,NA,NA,5.5,54.3,14.3,13.4,-12.8,5,26.4,50.3,22.9,-20.1,21.1,25.3,NA,NA,NA,NA,-13.6,NA,NA,13.5,NA,NA,56.3,16.9,-0.8,-15.8,NA,10
1999-09-01,NA,12.1,5,NA,NA,NA,NA,2.5,54.3,13.6,12.6,-15.8,4.2,27.3,46.5,22.4,-18.9,19.5,25.3,NA,NA,NA,NA,-21,NA,NA,15.1,NA,NA,56.3,28.1,1,-18,NA,10.2
1999-10-01,NA,13.1,4,NA,NA,NA,58.6,2,40.9,13.5,13,-16.9,11.9,23.3,45.2,18.1,-24.4,19.1,NA,NA,NA,NA,NA,-22.5,NA,NA,11,NA,NA,52,12.8,1.7,-16.3,NA,3.5
1999-11-01,NA,8.3,-0.5,NA,NA,NA,NA,5,40.9,11.9,11.1,-17.2,2.2,22.5,42.2,20.6,-26.9,23,NA,NA,NA,NA,NA,-22,NA,NA,11.2,NA,NA,52,26.3,2.6,-16,NA,10.5
1999-12-01,NA,15.3,2,NA,NA,NA,NA,2.5,40.9,13.5,12.6,-14.9,5.3,21.1,40.3,25.8,-30.1,26.7,NA,NA,NA,NA,NA,-15,NA,NA,16.6,NA,NA,52,15.7,1.7,-17.7,NA,7
2000-01-01,NA,7.1,-12.4,NA,NA,NA,60.5,-4,51,7.3,7,-16.2,-4.2,15.7,36.6,22.2,-25.6,19.6,21.6,NA,NA,NA,NA,-21.6,NA,NA,11.8,NA,NA,40.7,16,1.4,-18.7,NA,7.4
2000-02-01,NA,11.4,-3.5,NA,NA,NA,NA,-3.5,51,9.6,8.7,-17,-2,18.2,45.2,22.8,-23.6,24.3,21.6,NA,NA,NA,NA,-23.9,NA,NA,9.7,NA,NA,40.7,13.9,-1,-15.7,NA,9.3
2000-03-01,NA,8.7,-4.5,NA,NA,NA,NA,-8,51,7.5,6.6,-14.2,-3.9,17.3,38.6,23.9,-26.3,20.1,21.6,NA,NA,NA,NA,-20.1,NA,NA,11.7,NA,NA,40.7,14.9,-6.3,-22.1,NA,11.4
2000-04-01,NA,6.4,-7,NA,NA,NA,47.6,-10,43.7,4.3,3.9,-9.3,-9.7,16.2,24.8,28.6,-29.5,15.7,NA,NA,NA,NA,NA,-25.3,NA,NA,13.4,NA,NA,44.6,14.9,-8.1,-22.8,NA,16.7
2000-05-01,NA,-1.4,-15.3,NA,NA,NA,NA,-8,43.7,0.8,0.1,-8,-11.1,3.4,28.6,22.1,-24.5,19.4,NA,NA,NA,NA,NA,-20.9,NA,NA,10.3,NA,NA,39.2,11.4,-8.7,-24.5,NA,16
2000-06-01,NA,-0.2,-14.5,NA,NA,NA,NA,-7.5,43.7,1.5,0.8,-10.3,-12.6,7.7,30.3,22.8,-24.5,16.7,NA,NA,NA,NA,NA,-18.6,NA,NA,8.6,NA,NA,35.4,10.9,-6.9,-26.5,NA,14.4
2000-07-01,NA,-4.4,-12.4,NA,NA,NA,35.9,-7.5,47.8,1.3,1,-13.4,-11.6,8.8,32.2,25.3,20.9,9.8,NA,NA,NA,NA,NA,-18.3,NA,NA,8.1,NA,NA,34.4,5.7,-5,-26,NA,15.5
2000-08-01,NA,-1.9,-13,NA,NA,NA,35.6,-10,47.8,1.4,0.9,-11.6,-6,4.1,35.5,25.8,-25.5,11.4,NA,NA,NA,NA,NA,-19,NA,NA,8.9,NA,NA,30.4,28.1,-1.5,-28,NA,12
2000-09-01,NA,6,-8,NA,NA,NA,NA,-3.5,47.8,4.5,3.7,-8.8,-0.5,4.6,32.3,25.5,-24.4,16.1,NA,NA,NA,NA,NA,-19.2,NA,NA,12,NA,NA,31.3,10.5,3.8,-25.5,NA,14.9
2000-10-01,NA,3.5,-15,NA,NA,NA,35.6,2,46.2,4.4,4.1,-8.8,-2.2,8.7,37.7,24.8,-24.3,10.7,NA,NA,NA,NA,NA,-20.7,NA,NA,12.7,NA,NA,25.9,7.9,7.4,-24,NA,8.2
2000-11-01,NA,-7.6,-12.9,NA,NA,NA,NA,0.5,46.2,2.7,2.2,-5.8,-7.6,6.9,35.8,24.8,-18.8,13,NA,NA,NA,NA,NA,-17.8,NA,NA,15.8,NA,NA,29.2,8.2,1.4,-18.5,NA,8.7
2000-12-01,NA,2.2,-17.2,NA,NA,NA,NA,-3,46.2,3.6,3.3,-13,-10.6,10.2,40.5,31.6,-16.8,11.4,NA,NA,NA,NA,NA,-17.4,NA,NA,13.5,NA,NA,40.3,10.9,7.5,-11.5,NA,11.6
2001-01-01,NA,2.2,-12.4,NA,NA,NA,22.1,0,41.4,1.5,1.6,-13.6,-12.7,6.8,36.2,31.1,-4.7,5.1,NA,NA,NA,NA,NA,-6.4,NA,NA,14.7,NA,NA,40,9.5,4.4,-9.5,NA,11.2
2001-02-01,NA,-1.2,2.3,NA,NA,NA,16.3,-1.5,41.4,6.8,6.7,-8.7,-10.1,16.2,41.4,24.8,-6.5,9,NA,NA,NA,NA,NA,-4.9,NA,NA,14.4,NA,NA,37.7,11.7,10.6,-1.7,NA,16.1
2001-03-01,NA,-8.1,0.4,NA,NA,NA,13.8,0.5,41.4,5.2,5.3,2.4,-9.3,13.9,41.1,20.2,2.6,5.9,NA,NA,NA,NA,NA,-3.2,NA,NA,13.1,NA,NA,48.5,9.8,5,2.8,NA,12.2
2001-04-01,NA,-2.9,5.4,NA,NA,NA,5.6,2.5,50.5,7.9,8.1,3.3,7.6,12.2,39.6,21.4,3.7,1.2,NA,NA,NA,NA,NA,3.6,NA,NA,11.6,NA,NA,38.9,12.7,6.3,16.8,NA,16
2001-05-01,NA,-3.3,5.7,20.1,NA,25.5,3.1,3,42.1,10.1,11.9,0.3,15.8,16.7,47,20.7,4.5,-1.8,16.6,46.5,NA,NA,NA,0.8,NA,61,12.3,32.5,NA,32.8,12,5.4,16.7,NA,16
2001-06-01,NA,7.3,4.1,10.6,NA,29,6.3,0.5,34.6,9.9,11.2,1.5,11.5,20.8,42.3,18.7,2.7,-4,10.7,39.8,NA,NA,NA,0.2,NA,57.5,17,34.5,NA,30.5,12.6,2.6,4.7,NA,7.8
2001-07-01,NA,19.3,4.7,-1.6,NA,30.5,12.9,-1,33.4,15.4,15.9,2.3,24.9,25.9,43,17.2,9.5,-2,14.9,32.9,NA,NA,NA,2.1,NA,51,18.9,28,NA,34.6,8.6,5.9,5.8,NA,10.6
2001-08-01,NA,21.5,13.9,-1,NA,26.7,15.3,-4,29.2,21,21.5,16.5,30.8,33.7,39.3,19.4,28,1.8,13.6,31.9,NA,NA,NA,20.4,NA,57.5,18.8,22.5,NA,-8.5,11.3,5,22.4,NA,21.1
2001-09-01,NA,30.9,24.1,13.5,NA,28.3,17.6,0,32.4,24.7,25.1,21,36.7,34.7,43.2,19.8,31.1,3.1,14,36.2,NA,NA,NA,19.4,NA,56.5,22.9,29.7,NA,29.8,7.8,13.2,30.1,NA,20.4
2001-10-01,NA,39,43.6,25.3,NA,54.1,15.9,9.5,32.2,31.3,31.1,23.7,43.6,35.5,52.1,19.3,44.2,13.8,12.1,38.5,NA,NA,NA,37.3,NA,49,24.9,31.5,NA,35.3,16.2,17.6,30.8,NA,33
2001-11-01,NA,36.5,62.3,27.8,NA,38.9,22.4,13.5,32.1,35.2,35,28.7,44.9,44.1,41.6,18.6,44.2,13.4,13.7,37.1,NA,NA,NA,41.9,NA,50.5,26.1,41.5,NA,33.8,18.9,22.9,36,NA,30.1
2001-12-01,NA,35.1,36.3,25.9,NA,30,22.4,8,31.4,32,32.1,22.2,40.6,45.2,38.3,27.9,38.4,9.2,15.3,31.4,NA,NA,NA,34.7,NA,54,25.6,37.5,NA,28.4,17.5,21.9,32.2,NA,31.1
2002-01-01,NA,24,27,26.6,NA,31,15.6,14,29.4,28,28.6,19.1,39,41.7,46,31.6,32.7,2.6,16.1,30.9,27,NA,NA,21.9,NA,56,28.8,52,NA,36.5,19,19.7,25.8,NA,25.7
2002-02-01,NA,15.2,26.5,32,NA,30.6,23.7,12,28.4,27.3,27.6,11.7,39.7,39.2,40.1,22.5,30.8,4.9,19.1,30.7,15.5,NA,NA,17.6,NA,54,29.7,45.5,NA,29.4,34.5,22.3,17.5,NA,22.8
2002-03-01,NA,15.7,23.3,33.5,NA,33.7,28.6,7.5,27.8,24.8,25,13.7,27.2,34.8,39.9,11,37.5,11,18.6,30.9,18.5,NA,NA,18,NA,58,25.8,45.4,NA,32.8,37.6,21.7,3.4,NA,22.8
2002-04-01,NA,18.2,21.8,27.8,NA,31,25.4,4,23.3,21.8,22.3,4.9,26.3,30.5,43.5,4.2,22.2,6.1,19.3,28.6,20.5,NA,NA,19.2,NA,58,29.1,50.3,NA,34.9,33.6,16.5,10.7,NA,17
2002-05-01,NA,18.2,19.6,26.7,NA,33.4,22.7,8.5,18.2,18.7,19.6,5.5,19.9,28.2,34.1,4.9,22.2,2.5,18.6,28,14,NA,NA,14.3,NA,51,37.4,46.9,NA,35.8,26.3,16.7,14.8,NA,16.2
