date,gdp,p_gdp,c_priv,p_c_priv,c_gov,p_c_gov,gfcf_equip,p_gfcf_equip,gfcf_constr,p_gfcf_constr,gfcf_other,p_gfcf_other,x,p_x,m,p_m,inv,gva_ind,p_gva_ind,gva_constr,p_gva_constr,gva_tth,p_gva_tth,gva_freprof,p_gva_freprof,cpi,cpi_core,ppi,ppi_core,ppi_constr,ppi_agri,prod_ind,prod_constr,ord,ord_constr,to,to_retail,to_constr,emp,h_ind,h_constr,w,cdax,neer19,neer38,i1y,i5y,i10y,comm_en,comm_exen,survey_indu,survey_serv,survey_cons,survey_reta,survey_buil,survey_eei,flag_estim
1996-03-01,-0.999586813922556,-0.100961343690196,0.428942976229142,-0.122838683910053,0.428942976229142,0.564344153534662,-1.34595604684392,-0.0253059555510406,-9.1835061461667,-0.349838633172291,0.972612627442317,0.228603017358019,1.39896747144954,-0.234670838933839,0.536424416867911,0.124972120558586,0.1,-3.12584289555627,1.15907941058881,-9.88410564975745,0.0273998188051048,-2.59121732246014,-0.628074363971383,1.23514836492273,-0.777320482994602,0.288125327952706,0.434182643793047,-1.40035237278013,-0.30303053491791,-0.234741891830501,NaN,0.426439878645752,0.426439878645752,-0.409417153266323,-4.81951031581211,-1.23123939040677,-0.256574868143376,-15.387738308107,-0.166854538659614,-1.13670587135113,-19.0407289096782,-0.243787759983399,8.16838764506983,-0.422383167439444,0.00511516800880667,-0.456666666666667,-0.0233333333333343,-0.0100000000000007,7.39366659434528,-1.26650769432667,-7.63333333333333,-0.06666666666667,-3.96666666666667,-0.200000000000003,-2.46666666666666,NaN,1
1996-06-01,1.41812255194189,0.0147137706199788,0.438326074089891,0.192625501012401,0.438326074089891,-0.305581238776632,4.01396667815297,-0.061453639021838,11.0184200129864,-0.445006602424695,1.69549806971004,0.252492432131142,0.340632932771858,-0.0218189463263364,0.618668639958884,0.551827941461701,-0.8,1.04022249661646,-0.00570402972754839,10.5295531010426,-0.527049347918773,2.19789067187752,0.412321107104975,1.08524691619765,-0.323921865039741,0.6146300848694,0.393082267143697,-0.166044039809918,-0.113873612608838,-0.117577908901195,NaN,0.339847395911177,0.339847395911177,2.23132989639912,-0.896331068182763,1.67080053771059,0.16043642138596,13.4459461127886,0.128824494466715,-1.54446471146578,19.0278256838538,-0.162049109726054,1.16934441557377,-1.28936663984907,-0.559595739408324,0.0833333333333335,0.166666666666667,0.18,8.43165837405829,2.8790263793559,-3.06666666666667,-1.8,-3.3,0.800000000000001,5.16666666666666,NaN,1
1996-09-01,0.606747444654699,0.175331183653705,0.291153621130165,0.301736727912418,0.291153621130165,-0.30874358253291,-0.0292568755744195,-0.209924706316526,-0.359600137349041,-0.091208002131711,0.758417286751329,0.190377698291122,2.56578036161926,-0.214667332721229,1.0577631942466,-0.750010914267839,-0.1,0.352734051796844,-0.287139361716075,-1.55464542079996,-0.470722526174489,0.139744671156957,-0.0187965985036008,1.27361793088298,-0.544004688161645,0.244798163864004,0.235109826168939,-0.0415541248447693,-0.152033476642827,-0.117716317301475,NaN,0.676249407229717,0.676249407229717,0.948347511800781,1.98104735411631,0.53463067805916,0.19218455626986,0.736098643044314,-0.219686961332112,-0.913740750202439,-2.16604309451972,0.437654372496764,0.999687482466946,1.35841577689996,2.00560609267877,-0.0766666666666667,-0.126666666666666,-0.156666666666666,5.96005561867447,-6.94352514985897,2.03333333333333,2.59999999999999,-0.866666666666667,4.93333333333333,-2.66666666666666,NaN,1
1996-12-01,0.555918398990682,0.181996735116072,0.178751025139727,0.261182553907011,0.178751025139727,0.330195212594495,2.45677096130575,-0.307093973405439,-0.865193378785279,-0.265340423631667,-0.0787339620233571,-0.0775335103389943,4.42252876519629,0.0820846555340413,3.43363617336569,1.18088319587605,0.1,1.46060895120966,0.281136176898236,-0.461447677998191,0.426043181257339,1.18628347245989,0.192051253046269,2.11991024028896,-0.591196168774699,0.366077284968116,0.273597981887485,0.745345065458075,0.227963624558147,-0.235849165929294,NaN,0.504202748824808,0.504202748824808,0.742393907128227,-2.72409726350118,1.68232758849907,-1.38555462904408,1.23817067717369,-0.181972989078642,-1.06612651114297,-3.94246406532503,0.0366258003940139,6.67309408621736,-1.31678057362317,-0.699398586301748,-0.11,-0.453333333333334,-0.413333333333334,12.6636899030749,-2.97524050521556,2.66666666666666,0.333333333333336,0.466666666666669,0.366666666666667,-2.26666666666667,NaN,1
1997-03-01,-0.603373614022915,0.028766239923531,0.367667953589399,0.335094855471105,0.367667953589399,-0.121895607991263,0.156907528091153,-0.0123361569513647,-5.91445580021892,0.734139066540675,1.11225396654786,0.24136705666697,1.7735339707214,0.321168407018087,2.98469826997719,1.16847506873225,0.2,-0.12400795239952,-0.875836251280346,-6.17722401680589,-1.18346590254934,-0.50308243446035,0.593534052604205,-2.3310566208962,2.33957922711435,0.647513391465268,0.700119545898356,0.164880499018389,-0.0379578672236338,-0.118133504583121,NaN,0.459963177652279,0.459963177652279,2.24290240783991,-3.40336249835103,-0.143095660000455,-0.259909178151987,-6.62079735658645,-0.199964778741048,-0.911741652088114,-12.7190722527463,-0.551769521983245,13.556674405225,-3.54869730192829,-3.51701788281335,0.0200000000000005,-0.17,-0.183333333333333,-2.40768294115211,13.0178198600434,5.1,-1.26666666666667,1.4,-1.2,5.06666666666666,NaN,1
1997-06-01,1.40225004316169,-0.10977533952891,0.477063089285651,0.0532105529903582,0.477063089285651,-0.477396806276158,0.270443549647052,-0.536616603451178,3.70199384445382,-0.415699959114309,-0.265190078196977,-0.0291225468733256,2.93816355682927,0.368080880732468,0.864615329236975,0.37914432928421,0,1.06147627116341,-0.200320381153248,4.56792473469189,-0.559544258714653,0.377548900525859,0.244775156034377,1.2492562003188,-0.612121988771147,0.241740649553862,0.232288141613973,0.246812136808367,0.34110323010629,-0.236686501026606,NaN,1.03756896786533,1.03756896786533,2.80503296818778,-2.72715347361634,1.93813677238475,0.648510703447033,0.749192846302084,0.155889261976686,-1.6269100868091,5.65904993521941,-0.0673676481455646,9.37880268194091,-2.25460197737576,-1.89857478095405,0,0.0666666666666664,0.0666666666666664,-9.96712857133373,7.65348113176799,3.7,2.6,-0.466666666666669,-2.56666666666667,-1,NaN,1
1997-09-01,0.385401936899516,0.112457731239709,-0.878222530768336,0.911405233964512,-0.878222530768336,-0.993380658972687,0.750552273642746,0.278379029589091,-0.274969845712747,-0.0705306372897001,0.545215152280766,-0.0307351111058075,5.24054673964855,0.477522953744017,3.25310179320275,0.871790248202006,0.4,0.880093689504228,0.0420503032941817,-1.42008799661678,-0.595773730452323,0.551172634223674,0.581907635531757,0.907754907263877,-0.0309260874559216,0.801607498823612,0.808785460169891,0.573537008474435,0.490659599203517,-0.118553659410181,NaN,0.945147779593472,0.945147779593472,1.81189625824753,-0.0857632985672806,2.67914407550901,-2.2884293833588,-4.15626252109418,0.135103404008926,0.524672547113455,-1.25127342968002,0.0872300165318357,12.0878736521951,-3.47587863882265,-2.47494528427888,0.253333333333333,0.0233333333333334,-0.303333333333334,4.78739936976525,-1.58807634562507,4.83333333333333,-1.4,-0.299999999999997,-3.3,-0.566666666666663,NaN,1
1997-12-01,0.708522622513613,0.165939940262774,0.988842011075007,0.0929976083049509,0.988842011075007,1.10017473313594,3.3162941875047,-0.027600271354347,-0.454546237167461,-0.203124530859709,0.418572814831528,-0.00158548835851183,1.46552592418334,0.0764122953335554,1.07375996336376,0.0339567315657202,0.1,2.40482912803883,0.668169663334909,-0.238654410975123,0.0890881252411625,0.659904032047752,0.645765801203703,1.6199058326597,-0.892264935582066,0.358637563122743,0.344629864358765,0.163265342388531,0.225648835873261,-0.356506616449615,NaN,1.62275366217568,1.62275366217568,1.05336444554458,-1.62183249985305,1.58266925506931,0.692044284457376,0.231595495026435,-0.0146763139233357,0.583331323307602,-2.49098467105167,0.596933081965808,-4.94736378150089,3.05823939472308,4.97994892178584,0.42,0.13,-0.146666666666666,-0.828352642664387,-5.36749567220378,1.93333333333333,0.866666666666667,3.76666666666667,1.4,-0.200000000000003,NaN,1
1998-03-01,0.79543908946382,-0.105317918779522,0.463270186595151,-0.503862553316863,0.463270186595151,-1.0302092867693,4.40541069531595,-0.639907641436972,1.19684430427953,0.101523085505147,4.19599606525076,-0.434942484012976,2.17856122780243,-0.323953703169583,3.96746249076625,-0.93872077333313,-0.1,-1.32753250208772,1.46333750700274,-0.812603627933596,-0.255798680040952,2.69360065573852,0.364330840069249,-0.0428586741800979,-0.928510544583825,-0.278829099189934,0.0382189953056526,-0.163265342388545,0.150150178359713,-0.238379135527625,NaN,1.83418220143947,1.83418220143947,2.34139466760576,1.64328022111488,0.670693325671808,1.30507561954908,5.39031178322041,0.21113139037556,-0.412963522729416,-4.8312326087139,0.321137138942172,15.850604840115,-1.14966363591888,0.405974289271116,-0.243333333333334,-0.46,-0.53,-20.891986577131,-0.9483475118008,2.83333333333333,2.56666666666666,2.83333333333333,2.43333333333333,-0.433333333333337,NaN,1
1998-06-01,-0.32202443009316,0.570554816925852,-0.529627189693611,0.440619303794272,-0.529627189693611,0.110811430991788,1.03937534363311,-0.65267210281492,-3.31811105128733,0.138231284308165,1.53101768691105,-0.113841537572083,1.56927504399185,-0.428757664027778,2.2084601929119,-1.1399367014575,0.3,-0.301441115699878,0.249687208609544,-2.40653324892471,-0.607419810031037,-1.86556651107394,0.0332524375708809,0.502433041550957,-0.191573728000621,0.477517819431697,0.45749221997353,-0.409333359099985,-0.187722976096489,0.713439411387411,NaN,0.11846003359605,0.11846003359605,-0.133600554274236,0.577356463200424,1.06383982050558,-1.40364635202499,-13.390135908969,0.598707998872361,0.140774871475561,-2.70012682183905,0.964875771565432,12.9536650614103,1.29885160534295,1.61284226344766,0.116666666666667,0.04,-0.0200000000000005,-5.2612951468274,-5.78076303764588,-0.6,5.73333333333333,0.933333333333334,0.400000000000002,5.86666666666667,NaN,1
