date,gdp,p_gdp,c_priv,p_c_priv,c_gov,p_c_gov,gfcf_equip,p_gfcf_equip,gfcf_constr,p_gfcf_constr,gfcf_other,p_gfcf_other,x,p_x,m,p_m,inv,cpi,cpi_core,ppi,ppi_core,ppi_constr,ppi_agri,prod_ind,prod_constr,ord,ord_constr,to,to_retail,to_constr,emp,h_ind,h_constr,w,cdax,neer19,neer38,i1y,i5y,i10y,comm_en,comm_exen,survey_indu,survey_serv,survey_cons,survey_reta,survey_buil,survey_eei,med_gdp,min_gdp,max_gdp,med_cpi,min_cpi,max_cpi,flag_estim
1996-03-01,-0.696866931609332,-0.021420040536491,0.293558242888785,-0.00087329986683507,0.293558242888785,0.779696905790687,0.275502240523933,-0.18243569122862,-9.76287745449743,-0.351341086981403,3.10138256349383,-0.460172609516114,1.45157805037154,-0.412744867994297,1.08000185760083,0.109785575788064,0.7,1.31137799904634,1.50747815270706,-1.09067202511345,0.373578291494817,0.696866931609344,-3.64696797813914,0.269801666843485,0.269801666843485,0.344382604676005,-4.74354622925482,0.248036505833192,-1.0613698308794,-17.0630596993626,-0.212904450875221,-1.17621175432619,-20.2672588915597,0.13755836116534,8.16838764506983,-0.422383167439444,0.00511516800880667,-0.456666666666667,-0.0233333333333343,-0.0100000000000007,7.39366659434528,-1.26650769432667,-19.7333333333333,35.2666666666667,-14.9,-24.3,-53.2666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-06-01,1.59668645621475,-0.0777786899570664,0.54136121820334,0.188461409356496,0.54136121820334,-0.186120129854056,3.63986726084403,-0.496009989721399,10.9562202511526,-0.379109354060263,2.87531038744319,-1.23014989824265,0.281878385586227,0.0416474507529099,-0.0429768647829566,0.726801735728226,-0.8,1.48203136002536,1.64081181585289,-1.43102953129423,-0.169635324817829,-0.297471711674284,-1.18640167726461,0.652217926847847,0.652217926847847,2.67134816232647,-3.82606442194261,1.27181201454517,0.598406041005187,14.9311825095012,0.124249342967392,-1.56803362957434,18.6816167603367,-0.186732240991779,1.16934441557377,-1.28936663984907,-0.559595739408324,0.0833333333333335,0.166666666666667,0.18,8.43165837405829,2.8790263793559,-22.8,33.4666666666667,-18.2,-23.5,-48.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-09-01,0.468640168911003,0.111749448602932,0.377216592142336,0.135623829995394,0.377216592142336,0.0438612101911768,-0.503920439259665,-0.34098500939309,-1.04221402509272,-0.10348669411274,1.0864884443861,-0.158407536938838,2.25584488966884,-0.387763237193054,0.870253013493638,-0.664224365347196,-0.1,1.37205318629071,1.46089554688251,-1.43151728807641,-0.542558129848221,-0.495786836078689,2.78763695282549,0.79985191233744,0.79985191233744,-0.419287826003604,1.45198280440794,0.447428039492111,0.396957186817633,2.45261621745443,-0.242725750404406,-0.883994160159786,-1.19980030081178,0.299585225172855,0.999687482466946,1.35841577689996,2.00560609267877,-0.0766666666666667,-0.126666666666666,-0.156666666666666,5.96005561867447,-6.94352514985897,-20.7666666666667,36.0666666666667,-19.0666666666667,-18.5666666666667,-50.7666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-12-01,0.347335636287927,0.17910933569677,0.0537721150774553,0.281810910050713,0.0537721150774553,0.341842106699841,2.34391147911047,-0.00777648779308103,-0.700893189411178,-0.237787044625809,0.116754245603765,0.344076063015648,4.75202526164981,0.0735273308667679,3.4346528416421,1.10502208374252,-0.1,1.5417264027327,1.24784981412602,-0.916970255985254,-0.338524358493334,-0.695482187336961,-2.30262811735326,0.340844867000208,0.340844867000208,0.96174690709485,0,1.33039656263627,-1.12883004776877,-0.522545087289876,-0.296806581419248,-0.972185463263453,-3.73150671458135,0.0588292986865863,6.67309408621736,-1.31678057362317,-0.699398586301748,-0.11,-0.453333333333334,-0.413333333333334,12.6636899030749,-2.97524050521556,-18.1,36.4,-18.6,-18.2,-53.0333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-03-01,-0.336463116570767,0.159176816152242,0.568213804336457,0.561537140623726,0.568213804336457,-0.298414680391581,0.683062765109156,-0.269472810704335,-6.1950231538297,0.486578356313528,1.69213669433951,0.805155398798522,0.962206736406203,0.464536012694132,2.64117743038959,1.42254930475988,0.4,1.84899738208834,1.51936624437607,0.683062765109178,-0.101746659617077,-0.696866931609332,-2.11749971364586,0.45266014674137,0.45266014674137,2.10013895343879,-3.21681958356653,0.678509887041953,-0.535655783626744,-6.89216324550244,-0.151711242342089,-1.07263887048883,-11.3391105533443,-0.363333242042479,13.556674405225,-3.54869730192829,-3.51701788281335,0.0200000000000005,-0.17,-0.183333333333333,-2.40768294115211,13.0178198600434,-13,35.1333333333333,-17.2,-19.4,-47.9666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-06-01,1.22104277886606,-0.132751017533496,0.416067170868391,-0.0710037466385155,0.416067170868391,-0.483531935977542,0.353357258131104,-0.323880470887453,3.40970359886878,-0.248356066222132,0.429308043450699,-0.205343784100221,3.56100776337458,0.39232569143612,1.01078131483149,0.609973306388147,-0.3,1.4949000790517,1.37553750684852,1.12609959825446,0.440454718505809,-0.797611407000876,0.282264575050833,1.19717105090512,1.19717105090512,2.85217164386036,-4.59919811614276,1.73505929885952,0.635772594926069,3.23993494503639,0.130901753139947,-1.55163674715831,6.61623284610653,-0.118121876122434,9.37880268194091,-2.25460197737576,-1.89857478095405,0,0.0666666666666664,0.0666666666666664,-9.96712857133373,7.65348113176799,-9.3,37.7333333333333,-17.6666666666667,-21.9666666666667,-48.9666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-09-01,0.353792917947853,0.106936515383899,-0.919792580880505,1.02021219983457,-0.919792580880505,-0.580615097018877,1.28059982852403,-0.0503558413020909,0.0586223758850054,-0.0586223758849968,4.00277337266953,-0.485927425402995,4.20094080775429,0.403220933799795,2.48313856111827,1.03323626422114,0.4,2.17737995495605,2.05065285624855,1.63435711421568,1.01489369086126,-0.798407434822053,-0.0937646575963503,0.888565639006699,0.888565639006699,1.33754944503286,-0.705416205353731,2.39486146163545,-2.1919609685092,-2.75415201854814,0.139637855629356,0.529737193387605,-0.48159433521466,-0.00492477407698516,12.0878736521951,-3.47587863882265,-2.47494528427888,0.253333333333333,0.0233333333333334,-0.303333333333334,4.78739936976525,-1.58807634562507,-4.46666666666667,36.3333333333333,-17.9666666666667,-25.2666666666667,-49.5333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-12-01,0.767594387210435,0.0320618388788786,0.759971546382116,0.107318005825165,0.759971546382116,0.555283231931393,3.29367145510906,-0.169760748256863,-0.0195369737849103,-0.222613439155637,2.58664295863099,-0.661449808698859,2.48778377938769,0.0582194448754712,1.3335240566353,-0.124113238182321,-0.1,1.99662398619897,2.18066562661921,1.15333707209334,0.94499522005001,-0.800805080334269,4.15076216048034,1.89856012975035,1.89856012975035,1.04957231720141,1.07149349032187,1.47757944878775,1.32093368601988,-1.27529635849977,-0.0593965329888124,0.601997564800599,-2.12719554410036,0.62840797890298,-4.94736378150089,3.05823939472308,4.97994892178584,0.42,0.13,-0.146666666666666,-0.828352642664387,-5.36749567220378,-2.53333333333333,37.2,-14.2,-23.8666666666667,-49.7333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1998-03-01,0.993350659932331,0.0555202946399757,0.648352167541272,-0.389270873437223,0.648352167541272,-0.417068101070157,3.68951655268993,-0.715009559623397,0.826973628625389,-0.15042465630971,2.62565383620208,0.707988190557108,1.19056331098005,-0.387058019504933,4.27612669085607,-0.770449156865081,0.5,1.16839817157507,1.56412573332464,0.779797136776866,1.14711109403769,-0.903167203034771,3.25387557867738,1.47193467059711,1.47193467059711,2.63323743442365,1.06013411476556,1.08473104000202,1.07096070463755,5.90099955178257,0.22848335632401,-0.451158081846068,-3.47516765112105,0.322486353945988,15.850604840115,-1.14966363591888,0.405974289271116,-0.243333333333334,-0.46,-0.53,-20.891986577131,-0.9483475118008,0.3,39.7666666666667,-11.3666666666667,-21.4333333333333,-50.1666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1998-06-01,-0.463744507324262,0.533143595674613,-0.243967238483185,0.279405611523999,-0.243967238483185,0.0300804519645705,2.23562698239292,-0.524790956691511,-2.63095571605131,0.374183261031025,4.68100208155893,-1.25669973933765,2.47045160060569,-0.454468206203502,2.12517053767048,-1.15518773724745,-0.4,1.40485435382898,1.72680776320802,0.135639220524476,0.606675268223736,0,-4.45087069362043,0.178031024412566,0.178031024412566,-0.30177314489379,-0.816824992301416,1.03627870355467,-0.835706017074299,-11.424443638006,0.608712948639589,0.0851565622009352,-0.936762403428657,0.985420949480759,12.9536650614103,1.29885160534295,1.61284226344766,0.116666666666667,0.04,-0.0200000000000005,-5.2612951468274,-5.78076303764588,-0.3,45.5,-10.4333333333333,-21.0333333333333,-44.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
